,reviews,date
180,"✅ Trip Verified |  Entebbe to London via Nairobi. I recently spent some time volunteering in Uganda and whilst I was there broke and dislocated my ankle quite badly. I needed to return home a few days earlier than planned, to undergo surgery, so rebooked a flight at additional cost and requested wheelchair assistance. Upon arrival at entebbe airport, they seemed unaware of my situation despite having been informed, but did sort out some help. I also asked if it would be possible to be upgraded if there were spare seats in business class as it was important to keep my leg, which was in a cast, elevated as much as possible and particularly during a flight when it may swell more. The check in desk confirmed there were seats but that they couldn’t upgrade me there but that it should be possible in Nairobi where I would change to take an 8.5hr flight to London. At the gate in Nairobi I once again asked if it would be possible to sit in business class so I could elevate my leg. The man on the desk said that he couldn’t do anything without invoicing me but it was his attitude rather than refusal that really annoyed me. He was completely unsympathetic, laughing at me and treating me as if I was just trying to get some free perks. I was clearly in pain and the most annoying thing was that the flight was actually half full. As a goodwill gesture he’d ‘upgraded’ me to the seats with more legroom but as I explained to him when he did so, that would not help as there was nothing to rest my leg on, so it was still dangling down, putting pressure on the ankle and causing swelling. This seat was also very awkward to get in and out of due to the way the screens came out of the seat from the side and had no additional room to the side as the armrests were fixed. However, it did provide me with a great view of the business class section which was virtually empty, and I was galled to see there were several passengers in economy with at least 4 seats to themselves, enabling them to lie down for the entire flight and had they so wished to elevate their leg! At no point had the man on the desk mentioned that there were many spare seats which would have enabled me to elevate my leg quite comfortably, despite me explaining the issue. None of the air hostesses expressed any concern for my situation throughout the flight despite my obvious discomfort and attempts to create a platform from bags and cushions to rest my leg on. Whilst I understand that other people have paid for the benefit of a business class seat, I felt that in extenuating circumstances such as this, the airline could have made a goodwill gesture to ensure their passenger’s wellbeing and comfort. I will not be recommending them to others and certainly won’t be rushing back to travel with ‘the pride of Africa’ any time soon. It topped off a disappointing end to what would have been a fascinating trip, but has left a sour taste in my mouth for this particular airline.",26th May 2018
181,✅ Trip Verified |  Nairobi to Dubai. I would like to commend the crew on a pleasant flight. The service was exemplary. The cabin staff in our section was courteous and her service good. The flight was very smooth & managed to sleep which I find difficult to do in most planes.,14th May 2018
182,✅ Trip Verified |  Nairobi to Mombasa. Check-in was fast and easy and flight boarded and departed on time. Departure was very rushed and the cabin crew did not perform all the necessary safety checks. After take-off a cold dry croissant was served as 'breakfast' by a very rude flight attendant who would have a go at anyone who asked for anything more than the tea/coffee/juice and dry croissant that was available. The aircraft cabin could have been cleaner.,11th May 2018
183,"✅ Trip Verified | Flew Kenya Airways from Nairobi to Birmingham via Amsterdam. The flight was good, the cabin crew were great and the food was good. However the seat button adjuster ref, seat 23J is depressed in the slot hence was unable to adjust my seat and get some sleep. Hope maintenance can get this sorted. Sometimes it took too long to clear tables after meals, this can be improved.",11th April 2018
184,"✅ Trip Verified |  Nairobi to Lusaka. I travel almost every quarter between Lusaka and Nairobi and back, and my experience is good. The crew are courteous and friendly and helpful.  One little disappointment though which I have experienced about twice is when the on Board duty free shop catalogue indicated there was a special offer of a perfume/cologne on sale, and when I asked for it I was told it was not available, and I also knew I was the first to ask amongst the passengers. The product this time on my return trip to Lusaka on Thursday 29th March, was a SAFARI cologne for men, by Ralph Lauren, advertised at a special price, but no product, and no apology in the catalogue. ",4th April 2018
185,"✅ Trip Verified |  I flew the route Kinshasa to Nairobi March 26 and back March 30. The flight-time is over 3 hours but Kenya Airways for whatever reason used the Embraer 190 which should be used only on short haul flights. Both times the cabin was full and there was not enough space in the overhead compartments for hand luggage. The seats are not comfortable and do not fully recline. It was not possible to work as the cabin was too noisy and crowded. Definitely I will choose Ethiopia Airlines, which uses a Boeing 787 for the flight to Addis Ababa and never Kenya Airways again.",3rd April 2018
186,"✅ Trip Verified | A complete disappointment from start to finish. Delays can happen, but they should be communicated properly. The 45 min delay turned out to be over 2 hours. Cabin was untidy and dirty when joining the flight, which originated in Guangzhou, in Bangkok. The seat was spacious but lacked any privacy dividers or hoods, leaving one exposed to the frequent foot traffic walking up and down the cabin all night. Inflight catering in 'Premier World' was mediocre. No menu was handed to passengers. A cold chicken pie and some 'vegetarian' snack was offered alongside a small chocolate cake after take-off for this 8h30 overnight flight. No appetizer, no salad, no option of a warm meal, just some basic finger food. The crew had to be reminded to hand out the amenity kits which contain eyeshades, socks ear plugs, a pen and toothbrush. Cabin lights were dimmed but the crew didn't bother to close the curtains between the galley at the second door and the cabin, leaving the front section bright and uncomfortable. Landing in Nairobi was 1 hr 20 minutes behind schedule, ground staff made little effort to accommodate connecting passengers who missed their connection. Overall an underwhelming experience. For the same (or lower) price I would rather take in the 2 hour or so connection timw in Doha, Dubai or Abu Dhabi and fly with an airline which takes onboard service and passenger comfort seriously.",20th March 2018
187,"✅ Trip Verified |  Entebbe to Mumbai via Nairobi connecting on Jet Airways to Colombo. The ground staff was acting completely arbitrarily, and each of them had different rules. Our main problem with Kenya Airways was not on board, but with the ground staff. My husband (Ugandan) and I (German) were booked on a flight to Colombo in Sri Lanka. It was a one-way ticket. Since the Sri Lankan Visa is only for 30 days, I had another flight booked with Malaysian Airlines to Cambodia within that period. My husband and I both had E-Visas for Sri Lanka. So when we came to Entebbe Airport, the Kenya Airways Lady at the Check-In counter didn't let us board the airplane. She claimed, that Ugandan citizens weren't allowed to go to Sri Lanka on an E-Visa (Our E-Visa was already granted and even certified by the Sri Lankan Embassy in Kampala). Also, she said that we had to have a flight from Sri Lanka back to our home countries and she couldn't let us go there on a one-way ticket. When I told her about our outbound flight with Malaysian, she said that there is ""a rule, that every person has to return to their home countries within one year"", so we had to show her a ticket back to our home countries, otherwhise she wouldn't check us in. As I said, she was acting totally arbitrarily. Unbelievable. So in the end I had to book a flight for each of us back to our home countries (which I of cause cancelled immediatly once arrived in Colombo). I did it right there and then at the airport, but she still had the opinion that our E-Visas weren't ok, so we missed the flight. Then, the lady took us to the Kenya Airways office at the airport and looked for another flight for us. But since ""it was our mistake"" that we missed it, we had to pay for the change fees. She then told us to go to the Sri Lankan High Comission in Kampala the next morning and apply for the normal visa. In general this lady was very rude, when I tried to explain to her that our E-Visas were already approved etc, she told me to shut up and that she was tired of dealing with people like us. So when we went to the embassy, we talked to the ambassador personally and he was completely shocked that they wouldn't let us board the airplane, since Ugandan citizens can go to Sri Lanka on an E-Visa and ours was already approved. He gave us his personal number, so that we could call im in case we would have any problems again. The next day the Check-In lady wasn't there and we had no problems to board the airplane, even though our visa was still the same and no one asked us for return tickets to our home countries. When I sent a customer complaint to the Kenya Airways Customer Service, they answered me that they received it and would forward it to someone from the Customer Service team. But after that, I didn't receive a reply for 1 month. So just recently I e-mailed them again, saying that I am still waiting for a reply, but nothing happend. I am deeply disappointed. This was my first experience with Kenya Airways, and it was the worst thing that ever happened to me in terms of flying. Never ever did I experience something like that with any other airline. I lost a lot of money and I didn't even receive an apologetic message from them, not even talking about compensation for the inconvenience. I would never recommend this airline to anyone! Don't fly with Kenya Airways if you don't want to have incidents like this, just save your time, money and energy and fly with other airlines like Qatar or Emirates.",19th March 2018
188,"✅ Trip Verified | Nairobi to Kisumu. Domestic Kenya Airways is surprisingly good. (I figured out the reason why. Big shots travel these routes together with tourists, so these are the folks that can cause trouble for management if it is not together). Service, check in, Safari Lounge, snacks/drinks are served on very short haul flights. Seamless check in service with Delta Airlines Elite Medallion Members is a excellent service Kenya Airways offers. On odd thing is: If you are connecting in Nairobi to a domestic destination, you have to exit the domestic area, then recheck everything again for your onwards domestic connection which adds to the hassle",2nd March 2018
189,"✅ Trip Verified |  Nairobi to Amsterdam. The flight and boarding process for Kenya Airways was seamless. Being a Platinum member, Kenya Airways is very good at recognizing status, even at the Safari Lounge. I admit the new terminal gates are rather confusing in numbering. However,  the meals, etc were acceptable. Flight attendants were good too. While not at the standards of the Game Lodges and many restaurants in the country in terms of wait service, they were fine. The big issue with me was the seats, they were extremely uncomfortable in Economy. Even with a neck pillow, the seats were hard and cramped. This will become a challenge for passengers on their soon to start non-stop to New York, sitting 15.5 hours on these seats would not  be something I would do. Would rather prefer the connection An odd thing happened when we arrived at Amsterdam, The flight was met by armed Dutch State Police going through Kenyan Passports with microscopes, a testament to how useless the Kenya Passports are nowadays due to the rampant corruption from Kenyan Immigration.",2nd March 2018
190,"✅ Trip Verified |  London Heathrow to Nairobi. I rang Kenya Airways Office in London at about 8 pm to book a ticket for my 15 year old daughter to travel to Nairobi. The lady told me they don't take payment by phone. She needed to fax me a form to complete and return with Bank details. I told her I have never seen a Facsimile machine for over 15 years. She said she could not help if I had no access to fax machine. I rang 30 minutes later and a man answered. Quoted me a little lower price (for the same travel days) and was ready to take payment on phone and do the reservation. I told him I will call in ten minutes since I did not have my card ready. After 10 minutes another lady answered and quoted me a fare £200 higher. When I mentioned that I had been quoted a different fare just a few minutes before and wanted to speak to the guy, she said she did not know where he was. I rang first thing the following day and another lady did the booking by phone within a few minutes at a much lower fare without haggling. The issue of fax machine did not arise, and I wondered if each person on shift had their own rules. I am aware fare prices change but how they fluctuate upwards and downwards within minutes by margins of over £200 for the same day/time of travel is unbelivable.",27th February 2018
191,"✅ Trip Verified | I will never fly with Kenya Airways again! Or a heads up for anyone who is daft enough to fly Kenya Airways. They call themselves the Pride of Africa! I would like to challenge that and say they are the hustlers of Africa. They have left me stranded in Kenya with half my family on the flight and put a suspension on the last leg of my flight due to me missing one leg of my domestic internal flights. Even though I have fairly paid for all my seats on all the connecting flights. Speaking of the unhelpful customer services. I spent 30 mins on the phone, only to be placed on hold and eventually cut off with the issue unresolved. I then decided to go to the main office in Nairobi in hopes that something could be appeased only to find out that my only option is to book a new flight. My primary advice would be, never to fly with Kenya Airways, they have such nonsensical and unfair policies. If you are forced to fly Kenya Airways remember to take all your connecting flights and if you miss it for any unfortunate circumstance notify the airlines.",10th February 2018
192,"✅ Trip Verified |  Mombasa to Guangzhou via Nairobi. The Boeing 787 is a  must try service on long range routes and they have great inflight service. I only got confused at the number of times cabin crew changed but still great, good food, great sleeper seat. I would fly again.  Only let down ground crew especially in Guangzhou and Mombasa, difficult people.",19th January 2018
193,"✅ Trip Verified | We arrived in Dubai and searched for our baggage for 2 hours, got sent from pillar to post until we were eventually sent to the baggage claims dept, only to be told there wasn’t enough time to put our baggage, 4 suitcases, on the plane in Nairobi, so it was left behind, but it would arrive the following day at 1.30 am, 20 hours later! The result, one whole day wasted. At departure in Cape Town we were told they had no fragile stickers, my husband and I were put in separate seating areas, despite purchasing the tickets simultaneously, using one card. they managed to sort that out as we boarded.The plane was old and dirty too! The mistake and lack of acknowledgement is 930 AED and 20 hours wasted. Eventually we got hold of the Kenya Airways office at Dubai airport, who organized with Emirates to bring our suitcases with their next flight which lands at 10.30 tonight, so here we wait! I will never recommend Kenya to any of our expat friends who travel this flight on a regular basis.",9th January 2018
194,"✅ Trip Verified |  Dakar to Johannesburg via Nairobi. A colleague and I were booked to travel from Dakar to Nairobi and from Nairobi to Johannesburg. The point of taking this route was to get to Johannesburg before noon on Saturday 9th in order to attend to other commitments there. Kenya Airways seemed the most convenient for our requirements, there was a two hour plus gap between the scheduled arrival time of KQ513 and the departure time of KQ760 - so none of us could have imagined the nightmare that awaited us at the Kenya Airways hub in Nairobi!  Due to a 2hour 15 minute (or longer) delay of the departure of KQ513 from Dakar, we barely made it on time for our connecting flight. There was no ground staff available to assist us get to the connecting flight. The ground staff at the gate were quick to gleefully tell us that we had been off-loaded from flight KQ760 to Johannesburg.  They were there to block not to facilitate passengers. Following desperate pleas, they decided to board the business class passengers and not economy class - thus separating my colleague and I. When I pleaded on my colleague's behalf I was told that not enough meals were loaded into the economy class cabin! If passengers are late due to a Kenyan Airways delay (and no fault of their own) ground staff should meet the passengers and escort them to the connecting flight if it is still on the ground. In the event that the flight is over-booked tell passengers the truth than use an excuse as pathetic as the one that was given by ground staff. ",29th December 2017
195,"✅ Trip Verified |  Johannesburg to Addis Ababa via Nairobi. Upon arrival in Addis Ababa, I collected my suitcase - only to find that it had been terribly damaged. What’s more is that I paid extra to have the bag wrapped in South Africa. I immediately went to the baggage help desk, where I was given a reference number and told that I would be contacted. For the entire stay in Ethiopia, I was not contacted by Kenya Airways. When I returned to South Africa, I emailed the airline asking for an update. I was referred to someone else and have still not been helped! Truly disappointed in this bad service.",27th December 2017
196,"✅ Trip Verified | Average to very poor experience. They lost my baggage and still have not provided any update or response to my several enquiries to date. I was on their flight from Dakar to Lusaka (and later to Heathrow and back to Dakar). I flew out on 4th November, arrived in Lusaka on the 5th. The bag did not arrive. I made a formal report immediately at the airport. I had to follow up severally with them. No one ever got in touch with me to give any feedback. On my way to Nairobi (and in Nairobi) I was able to get hold of a representative. I was asked to fill a claim form on the 11th of November and assured that they will get back to me within 28 days. I did everything they asked me to do. I heard nothing back from them - not at any point. I called today (12th of December) and was told my file had been ""closed"" and it is assumed the matter was resolved. I have asked that I need a resolution. I have not experienced such poor service anywhere. Never fly them if you have an alternative.",13th December 2017
197,✅ Trip Verified |  We travelled Business class from London to Cape Town via Nairobi and Kenya Airways lost our bags! We have spent our entire last 2 days trying to get this sorted with Kenya Airways and the Customer Service representatives cannot be bothered. We have been directed round and around in circles. Never would we pay to fly with them again!,13th December 2017
198,"✅ Trip Verified |  Dar Es salaam to Bangkok via Nairobi. I had the worst experience with Kenya Airways. My flight got canceled for 7hrs, they provided us with accommodation in Nairobi. However, one of the staff at the airport in Nairobi told me Kenya Airways isn’t responsible for my ticket from Bangkok to Phuket  because it was domestic flight I was meant to use Thai Airways ). It was their fault that my ticket from Bangkok to Phuket went to waste yet they told me I have to pay for my own expenses.  I am more than disappointed with this flight. I won’t recommend to use it if you have a connecting flight from Nairobi. They do not take responsibility when it comes to such big matters. ",7th December 2017
199,"✅ Verified Review |  Mumbai to Khartoum via Nairobi. Kenya Airways is not bad. Flights are in time, but found some cabin crew not fully experienced. Food and beverages are acceptable. But lack of option and choice of service for the last seated passengers. Inflight entertainment is okay but not updated.",31st October 2017
200,"✅ Verified Review |  Nairobi to Amsterdam. The announcement about boarding times were clear during the waiting period. Boarding gates opened early enough. It was easy to locate the gates as the airport is clearly marked and well lit. The Boeing B787-8 is new, even though the seat i had was somehow uncomfortable but with adequate leg room nevertheless. The cabin crew were quite welcoming and wore a welcoming smile. The aircraft left on time. Once airborne we were served snacks, then a tasty meal followed including options of drinks, no sooner had we settled for a nab another round of snacks came along, then a meal. It was an endless supply of food by an efficient cabin crew. We landed at Amsterdam on time.  I recommend this airline.",17th October 2017
201,"✅ Verified Review |  Dar es Salaam to Bangkok via Nairobi. It is obvious why this airline is in deep financial trouble. None of the payment methods on their website work - we tried several different credit cards from different banks from accounts in different countries (including East Africa) and none of them worked. Flights need to be paid for (with an additional fee - they will not waive it even though their website has payment issues) over the phone or through third-party websites. We needed to change our business class tickets to the next day due to unforseeable changes. Although their website says you can do this online, you can't. Again, it wouldn't take any payment method even when we did a 3 way call between our banks and the airline. Their solution was to write an email to their tech department. All of the flight options the website showed were different from what the Kenya Airways representative could see on their end. All of the flight options the representative could see were hundreds of dollars more than what was being shown to us on their website. After several hours (12pm until 7pm) and dropped calls later, they finally booked us a ticket that ended up costing us significantly more and we ended up losing our business class seats. We couldn't pay over the phone and so we were told we could pay at the airport at no extra charge. Upon reaching the airport, the ticketing agent charged us even more than the price on the emailed ticked we had. She refused to call the manager and told us we could either pay the extra money or not get on the flight. Once finally reaching our destination, we tried reaching out to Kenya Airways several times to share our poor experience, hoping they would do something about it to avoid losing our business in the future as we fly into East Africa often to vist family & friends. Instead, we were met with a generic email replies telling us they were ""looking into the situation."" This airline and their customer service is a disappointment. Unfortunately they have a monopoly over the East African region, offering the only choice to fly between major cities. If you are flying into the area from outside of East Africa, there are plenty of other airlines based in the middle east, South Africa, and other continents which are far more reputable.",11th October 2017
202,"✅ Verified Review |  Zanzibar to Johannesburg via Nairobi, we were told that due to overbooking, we must take a later flight about 4 hours. They always overbook a flight so we were the unlucky ones who have to take a flight four hours later, with zero consideration for the inconvenience caused. There will be no compensation as they booked us on SAA (this again was our fault). We insisted on lunch, which was a burger only because Kenyan Airways policy does not buy sides. We were informed our luggage was on the SAA flight, after 30 minutes of waiting we realised that our luggage has not arrived with us. After numerous queries we managed to locate our luggage (Thanks to helpful staff at OR Tambo). As the lady at the counter said that we must actually be thankful that our luggage has arrived. The staff at Kenyan Airways was unhelpful and made as though everything was our fault. I will never fly Kenya Airways again.",4th October 2017
203,"✅ Verified Review |  London to Dar es Salaam via Nairobi. Heathrow to Nairobi was full, had an aisle seat, but cushion was well worn. Evening meal served by efficient cabin crew. Meal and breakfast was better than on some better known airlines. Nairobi to Dar es Salaam on Embraer 190 was a pleasant flight, comfortable leather seats and another breakfast. Flight was on time. Return flight from Dar es Salaam scheduled for 3.45 am which was a bit inconvenient, but get to the departure gate in good time - this flight left 15 minutes early as all passengers had boarded. Aircraft was clean, breakfast was served. Cabin crew efficient. At Nairobi there is a scheduled 4 hour wait for the flight to Heathrow. Again aircraft was on time and nearly full. Yet another breakfast, this time a full meal with three choices - omelette, sausage or vegetarian. Cabin crew efficient and worked smoothly and without fuss. Had an aisle seat next to the exit door, plenty of legroom and a comfortable flight. Maybe they could have done a couple of water runs as it is a long flight. Arrived on time but had to stack as airport was busy. I have used Kenya Airways before this year. They are worth considering and are a cut above some of the UK competitors in terms of food and comfort.",27th September 2017
204,"✅ Verified Review |  Dar es Salaam to Mahe via Nairobi at a very reasonable price. I was surprised (and a little nervous) that my connection in Nairobi was only 50 minutes - what could possibly go wrong? - but on the day, everything went like clockwork. The first flight was in an Embraer, very comfortable and even had USB ports. Nice light breakfast served. Magnificent views of Kilimanjaro on this route (left side, but I imagine this could vary). Departed and arrived on time, found my new gate relatively easily and with plenty of time to explore the severely overpriced airport food outlets. Not that I needed to eat, the next flight provided lunch which was tasty. Full selection of movies on this flight also. All round, an excellent experience.",27th September 2017
205,"✅ Verified Review |  London to Nairobi. The aircraft was a fairly new Boeing 787. I cannot fault the crew, aircraft cleanliness, seat comfort and pitch all were fine on an Economy Cabin flight.  My onboard entertainment system did not function on either the outbound or inbound flights on the London Nairobi flights. the sound accompanying films was inaudible on both the airline provided headsets and my noise cancelling headphones. This is a problem experienced by at least 30 passengers on each flight. And anecdotally according to another passenger a common problem on their flights.",6th September 2017
206,"✅ Verified Review |  Nairobi to Paris. We were in the lounge when an announcement was made the flight was delayed. The next thing we knew we were called to ""final boarding"". Arrived at the gate to confusion. Once we were boarded the confusion continued. Lots of chatting among staff at the doors for about 20 minutes. During that time there was no attempt to serve the business class passengers. It was a long flight. No water bottles provided which is fine because we like to try and keep things environmentally friendly but also had to ask repeatedly for glasses of water. Had to help ourselves to pillows and blankets from a bin. They ran out of 2 of the 3 choices of breakfast by row 4 in business class. The USB charger in my seat didn't work. My headphones made a loud screeching noise if I turned my head. My seat wouldn't fully recline. During take off and landing our attendant kicked off her shoes and slept. She was probably the only one on the flight that did catch a comfortable sleep. We've flown business class often and if we ever are forced to fly Kenya Air again, we'll choose economy class because it felt like that anyway.",4th September 2017
207,"✅ Verified Review |  Nairobi to Dar es Salaam. This airline is in deep financial crisis and flights are unreliable. Airline management and customer service is very poor quality. The aircraft seem to be in reasonable condition and the crew also seem OK, the problem is the rest of it. Prices are high. Unfortunately the more or less have a regional monopoly so those of us who are forced to use them frequently have expensive frustrations. When there is a problem they are simply not interested. If you have a choice, choose the alternative!",4th September 2017
208,"✅ Verified Review |  We bought a return flight between Guangzhou and Nairobi, while from Guangzhou to Nairobi is via Hanoi and from Nairobi to Guangzhou is via Bangkok. When we were checking in just now for our flight back to Guangzhou, we confirmed our destination with the staff, but they still gave us boarding passes which said from Nairobi to Bangkok. But for my asking the airline desk later when we got into the waiting area, we wouldn't even know that we still need boarding passes from Bangkok to Guangzhou and things would be even more troublesome if I hadn't asked. Never seen a via flight that requires 2 boarding passes for a person, each for a sector of the flight! When we flew from Guangzhou to Nairobi, it was only one boarding pass per person. More bizarrely, we are placed in different seats these two sectors, which means we will still have to change seats when we arrive in Bangkok! Moreover, flight service is mediocre. Avoid at all cost.",21st July 2017
209,✅ Verified Review |  Johannesburg to Bangkok via Nairobi.  Johannesburg to Nairobi the staff were rude and you felt like you were the one being inconsiderate when asking for any help. The flight was ok just the cabin crew were unfriendly and unapproachable. The second flight was from Nairobi to Bangkok and experienced the same issues with the cabin crew except this time after pressing for assistance as they missed us for documentation that needed filling they never came so I pressed for assistance again and no one came - so clicked it again and a flight attendant came storming down the isle and yelled at us to the point where we could not speak because she was busy telling us off for clicking the button more then once. Two horrible encounters with Kenya Airways and would not recommend this airline.,21st July 2017
210,✅ Verified Review |  Took a flight from Johannesburg to London (via Nairobi) and a return from Amsterdam to Johannesburg (via Nairobi). I was pleasantly surprised by the airline and staff members. All flights departed on-time and arrivals were ahead of schedule. What the airline lacked was made up for by helpful crew members. I would fly with the airline again.,17th July 2017
211,"✅ Verified Review |  Johannesburg - Nairobi - Johannesburg outbound 25 June 2017, inbound 1 July 2017. Was on B787-8 for the first time. Very nice aircraft indeed and great leg room. FA's were great on both routes. On the outbound flight before we left the terminal we were served water and soda and towels. Snacks served as soon as the seat belt were off and lunch not long after. The FA's were very busy the whole flight, approx. 3.30 hrs. Return was much the same. Food was average airline but edible. Entertainment not fantastic but suitable for this flight. This is the second time I have used Kenya Airways and they are really very good. Will recommend.",5th July 2017
212,"✅ Verified Review |  Hanoi to Johannesburg via Nairobi. We had the misfortune of experiencing 'the pride of Africa' on our honeymoon to Vietnam in April 2017. Our negative and unpleasant experience with Kenya Airways culminated in the loss of my wife's luggage upon arrival in Johannesburg. After numerous phone calls and emails, absolutely nothing was done to locate this luggage and eventually the airline merely admitted that it was untraceable. None of our calls were ever returned, we received differing stories of the bag not being loaded first in Hanoi and then in Nairobi. It became quite obvious from the outset that the airline did not care about this problem and could not be bothered to help us. The flight experience was unprofessional, tardy, and disrespectful towards the passengers. Traveling between Hanoi and Nairobi felt like the passengers were alone on the flight and when the air hostess staff were visible, they were sullen, impatient and obviously cared very little for the wellbeing and comfort of the passengers on board. Upon boarding the flight in Hanoi, we were not greeted by a single staff member. Passengers were sleeping in incorrect seats and no air hostess could be found to assist us. Food was served with an air of contempt and annoyance. The hot breakfast consisted of a stale croissant and fruit. Drinks were served once on the flight. Trays took more than an hour to be cleared. An all round ghastly experience hopefully not to ever be repeated. We arrived home from an amazing honeymoon with a bitter taste in our mouths and one less bag. Stay away - not worth the lower cost at all.",30th April 2017
213,"✅ Verified Review |  Lubumbashi to Nairobi. As bad as Lubumbashi is as Airport, as great was the service by the Kenya Airways ground crew. I could check my baggage all the way through to Zurich and received all boarding Passes even as I switched from Skyteam to Star Alliance. The whole check in procedure took only 5 minutes. The flight was very good, with comfortable seats, good food and great red wine. Staff was super friendly",29th April 2017
214,"✅ Verified Review |  Amsterdam to Johannesburg via Nairobi. Clean airplanes, welcoming crew. Departures on time. Service onboard was efficient and friendly. Catering just enough, portions rather small but tasteful. In-flight entertainment poor as well as the quality and availability of working head-sets. Good first experience, though still not to compare with the Middle East carriers.",19th April 2017
215,"✅ Verified Review |  Johannesburg to Mombasa via Nairobi. Due to technical issues with the original airline, we were rebooked on Kenya Airways. Boeing 787 was in in mint condition. Warmly welcomed by the purser and shown to our seats. The business class is called Premium World and seats in a 2-2-2 configuration with fully reclining seats. Offered a welcome drink and introduced to staff who would look after us personally. Warm towels followed by a review of the menu and wine list by the stewardess. Flight left on time and was smooth. Seat was comfortable and I managed a good hour nap laying flat. Luncheon included an amuse bouche, followed by a salad and two options for main. I opted for the steak which was slightly over done but still yummy. My fellow traveller tasted the wines and he loved the selection of South African wines. The service was personal, friendly and warm. Not too much or too fawning. The Kenyan coffee was a lovely surprise! My one complaint is that the in flight entertainment isn't up to the level of Emirates but I have encountered few airlines that have matched that. Landing on time and we had priority lane through immigration. Shorter flight was on an Embraer E190. First time flying this aircraft and what a little delight! Similar warm service with good humour. Definitely recommend.",19th April 2017
216,"✅ Verified Review |  Despite a 2.5hour delay due to technical issues, the flight went on fine. A wide variety of food options were available, and the food was average. Seats were comfortable with excellent recline, and large (comfy) blankets are provided for sleeping. The bathroom at the front of the aircraft is quite small and cramped, offering no additional features compared to the bathrooms in Economy; in fact, the bathrooms in Economy are more spacious. Cabin lights are practically turned off overnight, allowing for a good night's sleep. There is a TV screen, tray table and power socket in the armrest. TV screen is nice and large. Noise cancelling headphones are provided, I found them rather comfortable and I have a fairly large head and wear glasses. The selection of inflight TV programs is average. Passengers in Business class are treated fairly well. An amenity kit is given (which contains a toothbrush, socks, a pen, a comb, and an eye mask) which is nice. Hot towels are provided at certain points during the flight including upon boarding. The lounge at Nairobi is also quite good. Kenya Airways has a very nice layout of the Airport for Business Class passengers, I had no queues, a very smooth process. Overall, a nice experience. Would've been excellent if technical issues were diagnosed before the flight to avoid delays; and I do hope KQ improves its on-time performance.",16th April 2017
217,"✅ Verified Review |  My Kenya Airways flight from Nairobi to Paris (a codeshare with Air France) was delayed and eventually left 14 h after the scheduled time. We had to queue for almost an hour at 1.30 am to get a voucher for a taxi as they were all written by hand and we were not given a hotel voucher, just told to go to a hotel (which very kindly took us in based on our word that our flight was delayed). We did not collect our luggage. We were told by KQ staff at the airport that we would be collected at 11 am the following day. The next morning I looked at my booking on the internet to see that the plane was scheduled to leave at 11 am. I took a taxi to the airport from the city and when I checked in I was told that the plane was leaving at 11 am. I got the same message at the boarding gate where they were getting ready to accept passengers. The airport staff seemed not to be aware that there were 200+ passengers in hotels in Nairobi. We had to wait for them to arrive. We were then told to go to gate 13 but the plane was at gate 14. We left 14 hours late. Kenya Airways staff made no public announcements during the whole of this shambles, and no apology was given until we heard from the pilot that passengers had to be collected from Nairobi. The staff at the gate seemed leaderless and unable to communicate with the many anxious passengers who had missed their connecting flights and would not arrive in Paris until 9 pm, too late to get anywhere. I had to pay for a hotel in Paris and then continue my journey by train the next day.",13th April 2017
218,"✅ Verified Review | Djibouti to Antananarivo via Nairobi. My last 6 flights with Kenya Airways, I have had 5 delays in the span of 2 months. That's unacceptable and unprofessional. What is more They don't communicate with their clients out of total disrespect. Has the Pride of Africa become the shame of Africa? Time will tell but at this pace I am going to see somewhere else and get à at least a bit of respect with my money.",9th April 2017
219,"✅ Verified Review |  Flew the day flight Kenya Airways from Nairobi to Amsterdam in the new Boeing 787 and I am really not impressed. The 787 is certainly an improvement in comfort and reduce negative effects of flying, but the Business Class of Kenya Airways is just no match for the price, which is 40% more than competition. All in the service is just behind. Lie flat seat is ok but already look old after couple of years, and the conception is already ancient (manual handset with a wire). Service is just too basic for the price you pay, and the staff is pretty cold, un-attentive and seem bored every time you ask something (not all of them, there are couple of pursers really doing it right, but the rest is awful). I am not asking much as flying is a commodity but a minimum of politeness when coughing up 5,000 USD for a 7h flight is a fare expectations, as the level of service is nowhere representative of that. Premium Economy in some European carriers is actually better service for 1/3 of the fare. Meal service is quite basic, you get the plates and in 5 min they are taken out. The cabin is ok but already looks old. Nothing like you should expect in light of the fares charged on this route, and the contrast with KLM is just obvious",26th March 2017
220,"✅ Verified Review |  Bangkok to Nairobi, and I was very impressed with them. I was taking a school group to Africa and originally was trying to fly Ethiopian or Qatar, but both were booked out so we went with Kenya Airways. We were met at Suvarnabhumi Airport by an agent of the airline as we were a group and check-in was very smooth. Their Boeing 787 seems to have more pitch than others I have flown and so was much more comfortable for me with longer legs on an overnight flight. Flight crew to Nairobi were all African (I specify this as the Nairobi to Bangkok return flight they were all Asian as the flight continues to Hong Kong) and were very professional and provided good service. As the flight originated in China, most passengers on board when we boarded were Chinese and so were typically noisy during the flight, but no more than I have gotten used to! Food was good and served punctually. I even slept a bit during the flight - unusual for me! Overall I recommend them as a cheaper flight to Africa.",14th March 2017
