,reviews,date,verified,corpus
158,"Not Verified |  Johannesburg to Zanzibar via Nairobi. We booked our flights in Feb 2018 from CPT to ZNZ, 4 sectors with 12 hours of travel. 2 weeks before we flew we checked our flights and the final sector had been cancelled. With no Kenya Airways office in Australia, I went online and chatted to an agent who quickly solved the issue and rerouted us at the same time reducing 4 sectors to 3. This was all fixed within 10 minutes of chatting. On the day of travel everything went smoothly from to check in to boarding. The flight was uneventful, the service onboard was very good, the flight attendants were lovely. The food and beverages served were also good. The one concern we had was whether or not our bags would arrived at the same time as we did. To our surprise, all bags for our party of 4 arrive at the same time and destination as us. I think we were lucky on the day.",2019-01-02,False,verified johannesburg zanzibar via nairobi booked flight feb cpt znz sector hour travel week flew checked flight final sector cancelled kenya airway office australia went online chatted agent quickly solved issue rerouted u time reducing sector fixed within minute chatting day travel everything went smoothly check boarding flight uneventful service onboard good flight attendant lovely food beverage served also good one concern whether bag would arrived time surprise bag party arrive time destination u think lucky day
159,"Nairobi to New York. Awful service, awful staff! Avoid this airline at all cost. Kenya Airways is not the pride of Africa. I'd say it's the shame of Africa. During the flight from USA to Nairobi, (14 hours long) There was a young man speaking really loud and saying inappropriate things. He was disturbing a lot of passengers. Obviously he was drunk, yet he kept ordering alcohol and the staff kept giving him! Despite several complaints from other passengers including myself, the staff of Kenya airways did nothing stop him. My brother and I had a 21 hours in Nairobi. Kenya Airways did not want to pay us a hotel, like they did for other customers. On the way back home, the flight from Nairobi to USA, the staff was again rude and useless. I felt sick and asked for water 5 times before I finally got it. Save yourself a headache and fly with another airline. I wish I read the reviews before spending my money with them. I will never fly with them again even if it was free! Wish I could put 0/10 as overall rating but the system won't let me!",2019-01-01,True,nairobi new york awful service awful staff avoid airline cost kenya airway pride africa say shame africa flight usa nairobi hour long young man speaking really loud saying inappropriate thing disturbing lot passenger obviously drunk yet kept ordering alcohol staff kept giving despite several complaint passenger including staff kenya airway nothing stop brother hour nairobi kenya airway want pay u hotel like customer way back home flight nairobi usa staff rude useless felt sick asked water time finally got save headache fly another airline wish read review spending money never fly even free wish could put overall rating system let
160,"Not Verified |  Our luggage along with everyone else who connected to Nairobi from Kilimanjaro on 15/012/18, did not arrive at Heathrow leaving us without clothes etc for three days. Our bags were returned Tuesday evening, however, were in a completely unacceptable state (both wheels ripped off as well as the handle). We asked for compensation for the damage to the bag and the fact that we've had to buy clothes. The customer service team, however, remained consistently non existent throughout the process (calling over 14 times with no response) and we're yet to hear back regarding our compensation claim three days onward. The flight etc. was fine, just hope that nothing else goes wrong else where as dealing with the customer service at Kenyan Airways has been completely awful.",2018-12-21,False,verified luggage along everyone else connected nairobi kilimanjaro arrive heathrow leaving u without clothes etc three day bag returned tuesday evening however completely unacceptable state wheel ripped well handle asked compensation damage bag fact buy clothes customer service team however remained consistently non existent throughout process calling time response yet hear back regarding compensation claim three day onward flight etc fine hope nothing else go wrong else dealing customer service kenyan airway completely awful
161,"I am waiting here trying to board the flight from Entebbe to Nairobi. It’s really pathetic that the staff of the handling agent DAS do not inform passengers on checkin that the flight is delayed while delay information is already in google. There is no information updated on the screen and when you approach handling staff for information you have from the google that the flight is delayed they have zero information. When the delay announcement is finally made KQ offers passengers no respite not even a snack voucher for a delay of more than 4 hours. The station manager is nowhere to be seen and since I have already missed my connection they are yet to confirm it they can put me on an alternate flight today until I reach Nairobi! This has happened to me over and over again, I can’t promise I won’t fly back with them again because in this part of Africa this is literally the only option. I will tell you this they call themselves Pride of Africa but its literally Shame Of Africa. I don’t expect anything to change with this review but at least I can warn people what to expect",2018-12-17,True,waiting trying board flight entebbe nairobi really pathetic staff handling agent da inform passenger checkin flight delayed delay information already google information updated screen approach handling staff information google flight delayed zero information delay announcement finally made kq offer passenger respite even snack voucher delay hour station manager nowhere seen since already missed connection yet confirm put alternate flight today reach nairobi happened promise fly back part africa literally option tell call pride africa literally shame africa expect anything change review least warn people expect
162,"Not Verified |  My brother was to fly from Johannesburg to Zanzibar but the flight was overbooked and he was scheduled for another flight, hotel stay and voucher included. Next was having to pay $50 for has piece of check-in baggage less than 23kg. Third was demanding he has an affidavit to fly as he had a one way ticket or they wouldn't give him a boarding pass. Lastly now that he is in Zanzibar the luggage he paid for is missing. A simple 6hr journey turned into a 24+hr nightmare. Avoid them they offer very little on ground support and are rude. Avoid. There are better and more value for money options in the African skies nowadays",2018-12-11,False,verified brother fly johannesburg zanzibar flight overbooked scheduled another flight hotel stay voucher included next pay piece check baggage le kg third demanding affidavit fly one way ticket give boarding pas lastly zanzibar luggage paid missing simple hr journey turned hr nightmare avoid offer little ground support rude avoid better value money option african sky nowadays
163,"Not Verified |  Amsterdam to Addis Ababa via Nairobi. Horrible airline. Changed my flight significantly for no reason. I did not get any support, help or compensation. On my inbound flight I have to wait 7 hours more on a layover than on my original flight. On my outbound flight it is 24 hours in a country where I cannot escape the airport because I'd need a visa. The 'customer support' does absolutely nothing for you. If you try to cancel they charge cancellation fees (i.e. >300€). Ridiculous! Never book on this airline!",2018-12-07,False,verified amsterdam addis ababa via nairobi horrible airline changed flight significantly reason get support help compensation inbound flight wait hour layover original flight outbound flight hour country cannot escape airport need visa customer support absolutely nothing try cancel charge cancellation fee e ridiculous never book airline
164,"London to Zanzibar via Nairobi. This airline has degenerated into a mess. Much talk of its recovery but i am afraid that is not evident. Please expect to have your flight cancelled and you will be put on a new route of their choosing. Expect the transfer counter to be manned buy up to 3 people (but only one actually working). If your flight is not cancelled it will probably be late and you will be lucky to get your bags when you land. When you do get your bags, days later, the list of excuses is endless. You will also find some confusion from Kenya airways who think they are doing you a favor finding the bag they lost.",2018-11-27,True,london zanzibar via nairobi airline degenerated mess much talk recovery afraid evident please expect flight cancelled put new route choosing expect transfer counter manned buy people one actually working flight cancelled probably late lucky get bag land get bag day later list excuse endless also find confusion kenya airway think favor finding bag lost
165,"Accra to Dar Es Salaam via Nairobi. We were supposed to be picked up from the airport in Dar Es Salaam by our tour guides and taken straight on a 3-day safari. We booked and paid for our flights with Kenya Airways 2 months ago believing Kenya Airways to be a reliable airline. When we arrived 2 hours prior to our flight to check in, we were told that the flight was full. Despite the fact that we had arrived within the requested time to check in and had paid 2 months prior to the flight, we were kicked off the flight. There were multiple other passengers that also were not able to check in because of too many ticket sales - 1 of them had been able to buy a ticket that same morning online despite there obviously not being any left! We purchased our tickets 2 months ago - how were there still tickets on sale the same morning and yet we, who purchased our tickets 2 whole months ago were kicked off the flight?! This is unacceptable!! Another had arrived 2.5 hour prior to departure and had still been kicked off. He had also purchased his tickets much later than we had! We were out in a hotel for the night with boarding passes printed for the next flight in 24 hours but also with the promise by Kenya Airways staff that early the next day they would try to find an alternative flight to get us to Dar Es Salaam earlier. We were already going to miss our airport pickup, who was taking us straight onto a 3-day safari for which I had already paid $300 US for. We were interrupted during breakfast to rush back to the airport. The staff told us we had been booked onto an Ethiopian Airways flight through Addis Ababa but they did not have flight details to supply us with. They cancelled our tickets for the Kenya Airways flight that night. After a long wait in line, the check-in staff found only 1 ticket, rather than 2. They couldn’t tell us arrival time in Dar Es Salaam but checked in our bags and a long time later gave us boarding passes. On checking them, we discovered our route would now include a 26-hour stopover in Addis. Not only were we leaving a day later than our initial flight, but we would be now be arriving 48 hours later - a whole 24 hours later than if we had gone with the later Kenya Airways flight. On showing the staff at Kenya airways what they had swapped us over to, they then told us the Kenya Airways flight that night was already full and we couldn't fly. Seriously, this was ridiculous. We were made to go back to the hotel and brought back to the airport that evening without any communication as to whether we would even be flying. There was no offer of any compensation for the mess made by Kenya airways - no upgrade, not even an airport lounge, no offer of a partial refund, not even an apology. Instead, we had a completely wasted day with massive amounts of stuffing around by Kenya Airways. None of it was due to anything that we did wrong. ALL of it was because they overbook their flights to make extra money. This airline can't be trusted to get you from A to B.",2018-10-27,True,accra dar e salaam via nairobi supposed picked airport dar e salaam tour guide taken straight day safari booked paid flight kenya airway month ago believing kenya airway reliable airline arrived hour prior flight check told flight full despite fact arrived within requested time check paid month prior flight kicked flight multiple passenger also able check many ticket sale able buy ticket morning online despite obviously left purchased ticket month ago still ticket sale morning yet purchased ticket whole month ago kicked flight unacceptable another arrived hour prior departure still kicked also purchased ticket much later hotel night boarding pass printed next flight hour also promise kenya airway staff early next day would try find alternative flight get u dar e salaam earlier already going miss airport pickup taking u straight onto day safari already paid u interrupted breakfast rush back airport staff told u booked onto ethiopian airway flight addis ababa flight detail supply u cancelled ticket kenya airway flight night long wait line check staff found ticket rather tell u arrival time dar e salaam checked bag long time later gave u boarding pass checking discovered route would include hour stopover addis leaving day later initial flight would arriving hour later whole hour later gone later kenya airway flight showing staff kenya airway swapped u told u kenya airway flight night already full fly seriously ridiculous made go back hotel brought back airport evening without communication whether would even flying offer compensation mess made kenya airway upgrade even airport lounge offer partial refund even apology instead completely wasted day massive amount stuffing around kenya airway none due anything wrong overbook flight make extra money airline trusted get b
166,"On July 2, my wife and I were scheduled to fly Nairobi to London on Kenya Airways, then on to the United States on Delta. I am a US citizen and my wife is a Kenyan citizen with a US permanent resident card (aka ""green card""). All went smoothly until the agent checking paperwork at the gate immediately prior to boarding denied boarding to my wife based on the idea a transit visa was required in the UK, when in fact no transit visa is needed for our situation. To make matters worse, when my wife returned to the ticket counter for further assistance (as instructed by the gate agent), she was told there was nothing they could do for her and that she would need to purchase an entirely new ticket. She purchased a one way ticket on another airline for a sizable sum. Of course I immediately filed a complaint with Kenya Airways and insisted on reimbursement. After numerous inquiries into the status of my complaint, and being told an investigation was ongoing, I finally received an email on October 4 in which Kenya Airways admitted the situation was entirely their fault. They offered what amounted to only 20% of the cost of her ticket for compensation. After several more emails back and forth, I've concluded they will never make things right and accepted their offer. It's impossible to argue with an airline headquartered in a developing country with no real consequences for appalling customer service. Their 787 aircraft are nice, but I would stay far away from Kenya Airways. You never know what sort of shenanigans they will pull and there is no way to hold them accountable after the fact.",2018-10-22,True,july wife scheduled fly nairobi london kenya airway united state delta u citizen wife kenyan citizen u permanent resident card aka green card went smoothly agent checking paperwork gate immediately prior boarding denied boarding wife based idea transit visa required uk fact transit visa needed situation make matter worse wife returned ticket counter assistance instructed gate agent told nothing could would need purchase entirely new ticket purchased one way ticket another airline sizable sum course immediately filed complaint kenya airway insisted reimbursement numerous inquiry status complaint told investigation ongoing finally received email october kenya airway admitted situation entirely fault offered amounted cost ticket compensation several email back forth concluded never make thing right accepted offer impossible argue airline headquartered developing country real consequence appalling customer service aircraft nice would stay far away kenya airway never know sort shenanigan pull way hold accountable fact
167,"On the 10th July we were returning from Cairo to Johannesburg via Nairobi. Flight from Nairobi to Johannesburg was delayed and this resulted in additional costs been incurred by my family. The airline staff were very unhelpful and not interested in the implications caused for us caused by the delay resulting in the subsequent missing of our connecting flight to Port Elizabeth from Johannesburg. The representative merely stated that there was nothing he could do and that we had no recourse since the flight to Port Elizabeth was on a separate ticket and Kenya Airways contractual obligations ended in JHB. At the airport in Nairobi while we were seated on the plane it emerged that the pilot had not arrived for work, in the end Kenya Airways asked a pilot from another airline to fly the plane.",2018-10-10,True,th july returning cairo johannesburg via nairobi flight nairobi johannesburg delayed resulted additional cost incurred family airline staff unhelpful interested implication caused u caused delay resulting subsequent missing connecting flight port elizabeth johannesburg representative merely stated nothing could recourse since flight port elizabeth separate ticket kenya airway contractual obligation ended jhb airport nairobi seated plane emerged pilot arrived work end kenya airway asked pilot another airline fly plane
168,"Johannesburg to Nairobi. This airline lost our luggage for 7 days. Our dream holiday was a disaster. Could not get hold of any of their baggage handling departments in either Johannesburg or Nairobi. Many many emails to customer services all went unreplied. According to hotel staff in Nairobi this is a very regular occurrence. To date, we have had no interaction nor an apology from this airline. Do not fly this airline if you can help it.",2018-09-16,True,johannesburg nairobi airline lost luggage day dream holiday disaster could get hold baggage handling department either johannesburg nairobi many many email customer service went unreplied according hotel staff nairobi regular occurrence date interaction apology airline fly airline help
169,"I can only recommend to anyone to avoid this airline. I would even pay a bit more, just to avoid Kenya Airways. First, our flight was canceled and we were given no information as to why. The next one went only 24h later. During this time, they provided us accommodation, but only two meals. When I asked for a third, they declined. When I said that I disagree, they simply said I could file a complaint to their main office. On board, our ordered special meals were missing. Once finally arrived, my bag was missing. They managed at least to get it to my hotel within 24h. When I wanted to introduce compensation claims (for the flight and baggage delays), they sent me from one office to another. Up to this date, the claims are still pending and I am not sure to get any form of compensation for the stress, energy and extra expenses.",2018-09-06,True,recommend anyone avoid airline would even pay bit avoid kenya airway first flight canceled given information next one went h later time provided u accommodation two meal asked third declined said disagree simply said could file complaint main office board ordered special meal missing finally arrived bag missing managed least get hotel within h wanted introduce compensation claim flight baggage delay sent one office another date claim still pending sure get form compensation stress energy extra expense
170,"Not Verified |  On the 30-07-2018 my 2 year old granddaughter and I were on a return flight from Harare to Bristol via Lusaka, Nairobi and Paris. When we arrived in Lusaka (Zambia) we were informed that the plane was technically unfit to fly to Nairobi. This caused an unexpected 6 hour delay in Lusaka. In Lusaka no announcement was given in regards as to what was going to take. As a result of this delay we missed our connecting flight in Nairobi to France which was at 23:00 hrs on the the same day. On arrival in Nairobi the following morning 31-07-2018 we were informed that the next available flight was available causing in fact a further 15 hour delay in our travel. Kenya airways booked us on a flight with KLM to Amsterdam which was a change from Paris to Bristol in our original itinerary. All these delays and changes in our flights was extremely stressful.",2018-08-28,False,verified year old granddaughter return flight harare bristol via lusaka nairobi paris arrived lusaka zambia informed plane technically unfit fly nairobi caused unexpected hour delay lusaka lusaka announcement given regard going take result delay missed connecting flight nairobi france hr day arrival nairobi following morning informed next available flight available causing fact hour delay travel kenya airway booked u flight klm amsterdam change paris bristol original itinerary delay change flight extremely stressful
171,"Kigali to London via Nairobi. Lost Luggage I missed a connecting flight to London due to multiple delays. The departure time on the ticket is just a suggestion. I and my friend were on 4 different flights and all the flight were delayed which makes me think the issues with my flight was not an isolated or rare incident. After missing the flight I asked for my luggage, they said they couldn't get it for me but assured me that it would be put on the new (Kenya airways) flight that put me on for the next day. On getting to the airport I confirmed 3 times at different stages with the ground staff and they checked (or pretended to) their computer and confirmed that my luggage was on the flight only to get to Heathrow and find out that it was never put on the flight. Then the nightmare begins, their customer service phone doesn't work, it passes you through a couple of options and then automatically drops the line. Online chat doesn't work. You get intermittent help on twitter even though they are actively retweeting positive stories about the rubbish airline.",2018-08-28,True,kigali london via nairobi lost luggage missed connecting flight london due multiple delay departure time ticket suggestion friend different flight flight delayed make think issue flight isolated rare incident missing flight asked luggage said get assured would put new kenya airway flight put next day getting airport confirmed time different stage ground staff checked pretended computer confirmed luggage flight get heathrow find never put flight nightmare begin customer service phone work pass couple option automatically drop line online chat work get intermittent help twitter even though actively retweeting positive story rubbish airline
172,"Entebbe to London via Nairobi. Overall a very average experience, with staff generally going through the motions, medicore food, limited drinks and three-star entertainment. Excellent baggage allowance and quick connecting times make this an acceptable option on the Uganda - UK routing if the price is right. My headphone socket was broke on the day time NBO - LHR flight which was really disappointing. No sparkling water available nor Amarula. Duty free items requested not available (and I tried to order in advance which also did not work properly). Totally full flight London - Nairobi departed with a 90 minute delay on the tarmac whilst awaiting ATC issues. Captain welcomed us with a 'Good Morning' (at 7 p.m. this was slightly disconcerting) and gave us very limited information about the delay. Cabin crew went round with water on one side of the cabin - but not on ours. On time arrival into Entebbe and luggage out quickly (reassuring considering the delay in London making the connection tighter than it should have been). A cooked breakfast on either the early morning arrival into Nairobi or the 8 a.m. arrival into Uganda would have been really welcomed. Nairobi still a much better transit airport than Addis, but both carriers way short of the standards set by Qatar Airways, Emirates and KLM which also compete on this route at good prices.",2018-08-01,True,entebbe london via nairobi overall average experience staff generally going motion medicore food limited drink three star entertainment excellent baggage allowance quick connecting time make acceptable option uganda uk routing price right headphone socket broke day time nbo lhr flight really disappointing sparkling water available amarula duty free item requested available tried order advance also work properly totally full flight london nairobi departed minute delay tarmac whilst awaiting atc issue captain welcomed u good morning p slightly disconcerting gave u limited information delay cabin crew went round water one side cabin time arrival entebbe luggage quickly reassuring considering delay london making connection tighter cooked breakfast either early morning arrival nairobi arrival uganda would really welcomed nairobi still much better transit airport addis carrier way short standard set qatar airway emirate klm also compete route good price
173,"Johannesburg to Accra via Nairobi. My luggage went missing in Nairobi. Took three days to have my bags arrive in Johannesburg. When I got my luggage zips were broken, locks removed and my some of my stuff were not inside. ",2018-07-19,True,johannesburg accra via nairobi luggage went missing nairobi took three day bag arrive johannesburg got luggage zip broken lock removed stuff inside
174,"Amsterdam to Cape Town via Nairobi. It took Kenya Airways more than 4 days to cancel the flight I had booked for November 2018, because they found that the price was too cheap. In their app it is still confirmed. I will never fly this airline because they are just not reliable.",2018-07-11,True,amsterdam cape town via nairobi took kenya airway day cancel flight booked november found price cheap app still confirmed never fly airline reliable
175,"Bangkok to Guangzhou. I am writing to complain the poor services provided Kenya Airways. It is the most disappointed and frustrating journey.  According to the flight information, the aircraft should have taken off at 3:00pm in Bankkok and arrived in Guangzhou at 7:00 pm on that day. However, once we checked in, we were told that the flight was delayed without detailed reason provided. Neither ground staff nor cabin crew could confirm the exact boarding time. We had been waiting restlessly for more than 5 hours without any notice or compensation. That is unacceptable. It was until 8:25 pm that the flight took off, which was 5 hours and 25 minutes later than it was supposed to be. That ruined our trip on that day. In addition, during the flight, one of passengers sitting behind me kept asking cabin crew for alcohol, it astonished me that the cabin crew continued to offer her more alcohol. Consequently, that overly-drunk lady was  out of control, singing and laughing loudly. It annoyed all the other surrounding passengers and adversely affected the safety of the flight. I tried to summon assistance from the crew. It surprised me that the crew ignored my call for four times. I cannot tolerate such bad behaviour. This is the worst flight and airline that I have ever taken. I will never choose Kenya Airways for any single trip in future.",2018-07-10,True,bangkok guangzhou writing complain poor service provided kenya airway disappointed frustrating journey according flight information aircraft taken pm bankkok arrived guangzhou pm day however checked told flight delayed without detailed reason provided neither ground staff cabin crew could confirm exact boarding time waiting restlessly hour without notice compensation unacceptable pm flight took hour minute later supposed ruined trip day addition flight one passenger sitting behind kept asking cabin crew alcohol astonished cabin crew continued offer alcohol consequently overly drunk lady control singing laughing loudly annoyed surrounding passenger adversely affected safety flight tried summon assistance crew surprised crew ignored call four time cannot tolerate bad behaviour worst flight airline ever taken never choose kenya airway single trip future
176,"Heathrow to Lilongwe via Nairobi and  30hours later ther luggage doesn’t arrive at the other end. The next day I  ring the airport and told  luggage will be on the next flight, from Heathrow and will arrive in Lilongwe and I can collect from there. I pay 70 dollars for a cab back to the airport as a single young female, to be told, your luggage didn’t reach Lilongwe as it had to stay in Nairobi airport as there wasn’t any room on the flight! Not just your bag but 17 others! But why this wasn’t priority as they didn’t get it right the first time , I don’t know! To be told the next day that you would get a telephone call to arrange pick up of your bag, simple right? No. You arrive at the collection area to pick up your luggage and it’s looked and because it’s sun you’ll have to sit and wait. 6.45-9 am still no one? And when you go and look for that person who knows you are waiting, she is sat having breakfast! It is now 5 days later and still no bag. The staff have been next to useless except for one kind soul who may or may not deliver, watch this space.  The latest is they will deliver her bag tonight or tomorrow 6-7 days after. This is not acceptable what is so difficult. ",2018-07-09,True,heathrow lilongwe via nairobi hour later ther luggage arrive end next day ring airport told luggage next flight heathrow arrive lilongwe collect pay dollar cab back airport single young female told luggage reach lilongwe stay nairobi airport room flight bag others priority get right first time know told next day would get telephone call arrange pick bag simple right arrive collection area pick luggage looked sun sit wait still one go look person know waiting sat breakfast day later still bag staff next useless except one kind soul may may deliver watch space latest deliver bag tonight tomorrow day acceptable difficult
177,"Nairobi to Cape Town via Livingstone. We took a few days' break in Livingstone between Nairobi and Cape Town, and so experienced two separate KQ flights. Both check-ins and boarding processes were smooth and easy - except that on the first flight some passengers were allowed to carry huge quantities of hand luggage on board, causing some chaos and frayed tempers. The seats were a little narrow. On the first flight the breakfast served was expansive, with three choices offered in economy class; the lunch on the second flight was also good. The first crew were rather brusque and unsmiling -- but this was made up for by the friendly crew on the second flight (which was much less full). On both flights the crews served all the food and drinks in a few pass-throughs in the first hour, and then disappeared until landing. The flights operated on time and luggage was quick to appear. Overall a pleasant experience.",2018-06-14,True,nairobi cape town via livingstone took day break livingstone nairobi cape town experienced two separate kq flight check in boarding process smooth easy except first flight passenger allowed carry huge quantity hand luggage board causing chaos frayed temper seat little narrow first flight breakfast served expansive three choice offered economy class lunch second flight also good first crew rather brusque unsmiling made friendly crew second flight much le full flight crew served food drink pas throughs first hour disappeared landing flight operated time luggage quick appear overall pleasant experience
178,"Johannesburg to Kilimanjaro via Nairobi. Let's start with the flight out of Johannesburg being delayed such that I missed my connection from Nairobi to Arusha at 6:30 that evening. Upon arrival I went to the Kenya airways desk to arrange the next flight to Arusha. They proposed an 11:50pm flight. This flight actually would stop in Zanzibar first, thus arriving in Arusha at 3:10 am. I was aware of that flight. I had to ask if there was an earlier flight - hen and only then did the staff say, ""There is a Precision Air flight at 10:50pm."" I replied ""and is that a direct flight"". She answered ""yes"". I then had to connect the dots for the Kenya Air staff (as obviously they are not trained to use common sense or think of their customers at all). I politely said "" and doesn't Kenya Airways run Precision Air?"" At that point the stars aligned and she asked if I would prefer that flight, well yes, I would prefer getting to my lodge 3 hours earlier as it would be the middle of night! It gets better. I needed to return a day earlier so my agent called Kenya Airways on the cost to change - the cost they quoted was more expensive than just going on Expedia and buying new tickets from Arusha to Johannesburg on Kenya Airways. I just went ahead and bought all new tickets home to Johannesburg on a different airline. Never fly them again. They failed miserably.",2018-06-10,True,johannesburg kilimanjaro via nairobi let start flight johannesburg delayed missed connection nairobi arusha evening upon arrival went kenya airway desk arrange next flight arusha proposed pm flight flight actually would stop zanzibar first thus arriving arusha aware flight ask earlier flight hen staff say precision air flight pm replied direct flight answered yes connect dot kenya air staff obviously trained use common sense think customer politely said kenya airway run precision air point star aligned asked would prefer flight well yes would prefer getting lodge hour earlier would middle night get better needed return day earlier agent called kenya airway cost change cost quoted expensive going expedia buying new ticket arusha johannesburg kenya airway went ahead bought new ticket home johannesburg different airline never fly failed miserably
179,"I was scheduled to fly business class on Kenya Airways from Bangkok to Nairobi, but unfortunately, I had to cancel the flight for business reasons. I duly filled the forms for refund, got a confirmation from Kenya Airways on April 11, but no refund was made until now, ie almost 2 months later; I got in contact with customer service, where I was told that they have a backlog and are working on it; no date for the refund could be obtained. This is very annoying, as we are speaking about a substantial amount of money and this means that Kenya Airways is now on my private black list.",2018-06-05,True,scheduled fly business class kenya airway bangkok nairobi unfortunately cancel flight business reason duly filled form refund got confirmation kenya airway april refund made ie almost month later got contact customer service told backlog working date refund could obtained annoying speaking substantial amount money mean kenya airway private black list
180,"Entebbe to London via Nairobi. I recently spent some time volunteering in Uganda and whilst I was there broke and dislocated my ankle quite badly. I needed to return home a few days earlier than planned, to undergo surgery, so rebooked a flight at additional cost and requested wheelchair assistance. Upon arrival at entebbe airport, they seemed unaware of my situation despite having been informed, but did sort out some help. I also asked if it would be possible to be upgraded if there were spare seats in business class as it was important to keep my leg, which was in a cast, elevated as much as possible and particularly during a flight when it may swell more. The check in desk confirmed there were seats but that they couldn’t upgrade me there but that it should be possible in Nairobi where I would change to take an 8.5hr flight to London. At the gate in Nairobi I once again asked if it would be possible to sit in business class so I could elevate my leg. The man on the desk said that he couldn’t do anything without invoicing me but it was his attitude rather than refusal that really annoyed me. He was completely unsympathetic, laughing at me and treating me as if I was just trying to get some free perks. I was clearly in pain and the most annoying thing was that the flight was actually half full. As a goodwill gesture he’d ‘upgraded’ me to the seats with more legroom but as I explained to him when he did so, that would not help as there was nothing to rest my leg on, so it was still dangling down, putting pressure on the ankle and causing swelling. This seat was also very awkward to get in and out of due to the way the screens came out of the seat from the side and had no additional room to the side as the armrests were fixed. However, it did provide me with a great view of the business class section which was virtually empty, and I was galled to see there were several passengers in economy with at least 4 seats to themselves, enabling them to lie down for the entire flight and had they so wished to elevate their leg! At no point had the man on the desk mentioned that there were many spare seats which would have enabled me to elevate my leg quite comfortably, despite me explaining the issue. None of the air hostesses expressed any concern for my situation throughout the flight despite my obvious discomfort and attempts to create a platform from bags and cushions to rest my leg on. Whilst I understand that other people have paid for the benefit of a business class seat, I felt that in extenuating circumstances such as this, the airline could have made a goodwill gesture to ensure their passenger’s wellbeing and comfort. I will not be recommending them to others and certainly won’t be rushing back to travel with ‘the pride of Africa’ any time soon. It topped off a disappointing end to what would have been a fascinating trip, but has left a sour taste in my mouth for this particular airline.",2018-05-26,True,entebbe london via nairobi recently spent time volunteering uganda whilst broke dislocated ankle quite badly needed return home day earlier planned undergo surgery rebooked flight additional cost requested wheelchair assistance upon arrival entebbe airport seemed unaware situation despite informed sort help also asked would possible upgraded spare seat business class important keep leg cast elevated much possible particularly flight may swell check desk confirmed seat upgrade possible nairobi would change take hr flight london gate nairobi asked would possible sit business class could elevate leg man desk said anything without invoicing attitude rather refusal really annoyed completely unsympathetic laughing treating trying get free perk clearly pain annoying thing flight actually half full goodwill gesture upgraded seat legroom explained would help nothing rest leg still dangling putting pressure ankle causing swelling seat also awkward get due way screen came seat side additional room side armrest fixed however provide great view business class section virtually empty galled see several passenger economy least seat enabling lie entire flight wished elevate leg point man desk mentioned many spare seat would enabled elevate leg quite comfortably despite explaining issue none air hostess expressed concern situation throughout flight despite obvious discomfort attempt create platform bag cushion rest leg whilst understand people paid benefit business class seat felt extenuating circumstance airline could made goodwill gesture ensure passenger wellbeing comfort recommending others certainly rushing back travel pride africa time soon topped disappointing end would fascinating trip left sour taste mouth particular airline
181,Nairobi to Dubai. I would like to commend the crew on a pleasant flight. The service was exemplary. The cabin staff in our section was courteous and her service good. The flight was very smooth & managed to sleep which I find difficult to do in most planes.,2018-05-14,True,nairobi dubai would like commend crew pleasant flight service exemplary cabin staff section courteous service good flight smooth managed sleep find difficult plane
182,Nairobi to Mombasa. Check-in was fast and easy and flight boarded and departed on time. Departure was very rushed and the cabin crew did not perform all the necessary safety checks. After take-off a cold dry croissant was served as 'breakfast' by a very rude flight attendant who would have a go at anyone who asked for anything more than the tea/coffee/juice and dry croissant that was available. The aircraft cabin could have been cleaner.,2018-05-11,True,nairobi mombasa check fast easy flight boarded departed time departure rushed cabin crew perform necessary safety check take cold dry croissant served breakfast rude flight attendant would go anyone asked anything tea coffee juice dry croissant available aircraft cabin could cleaner
183,"Flew Kenya Airways from Nairobi to Birmingham via Amsterdam. The flight was good, the cabin crew were great and the food was good. However the seat button adjuster ref, seat 23J is depressed in the slot hence was unable to adjust my seat and get some sleep. Hope maintenance can get this sorted. Sometimes it took too long to clear tables after meals, this can be improved.",2018-04-11,True,flew kenya airway nairobi birmingham via amsterdam flight good cabin crew great food good however seat button adjuster ref seat j depressed slot hence unable adjust seat get sleep hope maintenance get sorted sometimes took long clear table meal improved
184,"Nairobi to Lusaka. I travel almost every quarter between Lusaka and Nairobi and back, and my experience is good. The crew are courteous and friendly and helpful.  One little disappointment though which I have experienced about twice is when the on Board duty free shop catalogue indicated there was a special offer of a perfume/cologne on sale, and when I asked for it I was told it was not available, and I also knew I was the first to ask amongst the passengers. The product this time on my return trip to Lusaka on Thursday 29th March, was a SAFARI cologne for men, by Ralph Lauren, advertised at a special price, but no product, and no apology in the catalogue. ",2018-04-04,True,nairobi lusaka travel almost every quarter lusaka nairobi back experience good crew courteous friendly helpful one little disappointment though experienced twice board duty free shop catalogue indicated special offer perfume cologne sale asked told available also knew first ask amongst passenger product time return trip lusaka thursday th march safari cologne men ralph lauren advertised special price product apology catalogue
